Signature_name	Gene_list
CAM_Ribbas	CCR5,CXCL10,CXCL11,CXCL9,GZMA,HLA-DRA,IDO1,IFNG,PRF1,STAT1
CellLine_B16F10	DCT,MLANA,PMEL,TRYP1
CellLine_B16F10_ARCHS4_t50	4932411E22RIK,ANO3,BFSP2,BRS3,CAR14,CCDC107,CDH19,CHCHD10,CHSY3,CNTFR,DCT,DNAIC1,FAM174B,FKBP6,FOXR2,GJB2,GPR143,GSDMC,GSTA1,HIST1H2BH,HIST2H3B,INSC,KLF15,MCOLN3,MEGF10,MGLL,MLANA,OCA2,PIANP,PLA2G2E,PMEL,PRKG1,PTGDS,RBM20,RPL36A-PS2,RPS12,SLC2A5,SLC45A2,SLC6A17,SNCA,SOX10,SOX11,SOX6,SYT4,SYT9,TBX4,TPD52L1,TRPM1,TSPAN10,TYRP1
CellLine_MC38	ANXA2,CCL2,EIF4EBP1,IER3,LGALS3,LY6E,NFKBIA,RHOX5,S100A10,S100A11,S100A6,SGK1,SPP1,TAGLN2,ZFAS1
CellLine_MC38_ARCHS4_t50	ACOD1,ACPT,AIF1,AK9,AKAP5,CAPN12,CCL4,CCL8,CCR1,CD14,CD69,CD74,CD83,CD86,CLEC4E,CLEC5A,CLEC7A,CTSS,CXCL2,DNASE1L3,EXOSC6,FAM159B,GPR171,GZMB,GZMC,H2-BL,HCAR2,HIST1H2AO,IL1A,IL1B,IL1R2,IL1RN,LRRC17,LY6I,MEFV,MS4A4A,MS4A4C,NKX6-1,NOX1,OSM,PBLD2,PLA2G7,PRSS57,RGS1,SIRPB1C,SLA2,TIMM22,TREM1,TRIM6,TWIST2
Colon_epithelial_colonocyte	1700041M19RIK,1700057G04RIK,1810065E05RIK,4930552P12RIK,A930011G23RIK,ABCA12,ABCA13,ABCB1A,ACAA1B,ACOX1,ADRA2A,AHNAK,AHNAK2,ALDH1A1,ALPI,AMN,ANGPTL4,APOB,APOBEC1,APOL9A,AQP8,ATP12A,ATP1B1,ATP2B1,BMP2,CAR1,CAR4,CDH17,CDHR2,CDHR5,CEACAM1,CEACAM20,CES2A,CES2B,CES2E,CIDEC,CLCA4A,CLIC5,CORO2A,CPN1,CS,CYP2C55,CYP2C65,CYP2D12,CYP2D34,CYP2D9,CYP3A13,CYP3A25,CYP3A44,CYP4F14,DHRS9,DSG2,E130012A19RIK,EMP1,ENDOD1,EPCAM,FA2H,FAM43A,FBXO32,FTH1,FXYD4,GCNT3,GDPD2,GGH,GGT1,GM13203,GM15998,GM16233,GM20594,GM30613,GM8909,GPR137B,GPRC5A,GUCA2A,H2-Q1,H2-Q2,HIF1A,HKDC1,HSD3B3,IFIT1BL1,IGF2BP1,IL18R1,KRT20,KRT8,LAMA3,LAMB3,LHFPL2,LY6G,LYPD8,MAL,MAOA,MARCH3,MCL1,MEP1A,MGAT4A,MGAT4C,MT-ATP6,MT-CO2,MT-ND4,MUC13,MUC3,MXD1,MYH14,MYO15B,MYZAP,NAGS,NEU1,NLRP9B,NOCT,NR3C2,NT5E,NUDT4,PDK4,PDLIM2,PHLPP2,PLAC8,PLEC,PLK3,PMP22,PRDX6,PROM1,PRSS23,PRSS30,PTPRH,RDH16,RFK,RHOB,RHOC,RPL41,RSAD2,S100A6,SAA1,SCNN1A,SECTM1B,SEPP1,SGK1,SGK2,SIS,SLC10A2,SLC13A2,SLC15A1,SLC20A1,SLC22A4,SLC25A20,SLC26A2,SLC26A3,SLC35D1,SLC37A2,SLC40A1,SLC51A,SLC6A14,SLC6A8,SLC9A2,SLC9A3,SLCO2A1,SOWAHA,SPRR1A,SPRR2A2,SPRR2A3,SPTSSB,ST3GAL1,ST3GAL4,ST8SIA5,STOM,TCF7L2,TGM3,TMEM236,TMEM252,TMEM37,TMEM45B,TMIGD1,TNS4,TRPM6,TRPV3,TRPV6,TSPAN1,UGDH,UGT2B34,UPP1,VNN1
Colon_epithelial_enteroendocrine	1700042O10RIK,1700086L19RIK,1810006J02RIK,4931429I11RIK,5530401A14RIK,ABCC8,ACE2,ADCY1,ADCY2,AGTR1A,AMDHD1,ARX,ASCL1,AVPR1B,BAIAP3,BDNF,CACNA1A,CACNA2D1,CACNB2,CACNG4,CADPS,CELF3,CELSR3,CERKL,CFAP44,CHGA,CHGB,CLSTN2,CPB2,CPE,CPLX2,CRYBA2,CTNNA2,CXXC4,CYP4X1,CYP4X1OS,DCX,DDC,DLGAP2,DNAH9,DNAIC1,EFCAB1,ELAVL2,ENOX1,ERICH3,ETV1,FAM105A,FAM167A,FAM19A1,FBXW15,FBXW24,FEV,GABBR2,GALR1,GCG,GCK,GFRA3,GIPR,GM11339,GM11417,GM15716,GM16183,GM16188,GM17276,GM26755,GM26918,GM26954,GM29266,GM37459,GM43016,GNG4,GPR119,GPRC5C,GRID1,GRM4,GSDMA,GXYLT2,HHEX,HMGN3,IGSF21,IL12A,INSM1,ISL1,ITGA11,ITPR1,KCNB2,KCNH6,KCNH7,KCNJ6,KCNK12,KCNK3,KCNMB2,KCNS3,LMX1A,MAN1C1,MAP1B,MAP2,MARCH4,MIAT,MREG,MUM1L1,MYT1,NETO1,NFASC,NKX2-2,NKX2-2OS,NPTX1,NRXN1,NTM,NTNG1,NXPH1,OLFR558,OLFR78,OTUD7A,PAPPA2,PAX4,PAX6,PAX6OS1,PCLO,PEG3,PKIB,PPY,PTPRN2,PYY,RAB3C,RESP18,RFX6,RGS7,RGS8,RIMBP2,RMST,RPRM,RSPH14,RUNX1T1,SCG5,SCGN,SCN3A,SHISA6,SLC18A1,SLC26A4,SLC29A4,SLC35D3,SLC38A11,SLC6A19,SLIT1,SNAP25,SPOCK1,SPON2,SSTR5,ST18,STK32A,STXBP5L,SYT13,SYT14,TCP11,TMC3,TMEM108,TMEM178B,TMIGD3,TNR,TPH1,TRPC4,UNC79,UNC80,VWA5B2,WFDC8,WFIKKN2,WIF1,XRRA1
Colon_epithelial_goblet	2310079G19RIK,4732471J01RIK,ACTB,ACTG1,ACTN4,ADM,AHNAK,AQP8,ATP12A,ATP1A1,ATP1B1,BMP2,CALM1,CAR4,CDHR5,CDKN1A,CEACAM1,CEACAM20,CKMT1,CLCA1,CLDN3,CLDN7,CLEC2H,CLIC5,COX8A,CYP2C55,CYP2D12,CYP2D34,CYP2D9,DSG2,EIF2S2,EPCAM,EZR,FCGBP,FER1L6,FHL1,FTH1,GCNT1,GGH,GJB5,GM4262,GM9843,GP6,H2-K1,IFIT1BL1,ITM2B,JUND,KLF4,KRT19,KRT20,KRT8,LGALS3,LY6G,LYPD8,MCL1,MT-ATP6,MT-CO2,MT-CYTB,MT-ND2,MT-ND4,MUC1,MUC13,MUC2,MUC3,MXD1,MYO15B,NT5E,P2RY4,PHGR1,PKM,PLAC8,PLEC,PMP22,PRDX6,RAB3B,REP15,RPL9-PS6,S100A6,SAA1,SCNN1A,SCNN1G,SECTM1B,SEPP1,SLC15A1,SLC26A2,SLC26A3,SLC37A2,SLC6A8,SLFN2,SPINK1,SPRR2A3,ST3GAL4,ST8SIA5,SVAL1,SYCN,TFF3,TGM3,TMEM37,TSPAN1,ZG16
Colon_epithelial_mesothelial	A730046J19RIK,ABCB1B,ADAMTSL1,AEBP1,ALDH1A2,ANXA9,AR,ARHGAP28,ATP6V0A4,BCAM,BNC1,BNC2,C1S1,C3,CCDC85A,CD34,CDH3,CFH,CHRD,CLDN10,COL8A2,CPXM1,CRB2,CYBRD1,DCN,DNAJC6,EFEMP1,EFNA5,EVC2,EYA4,FAM180A,FAM184A,FMO2,FMO3,FMOD,GABRA3,GAS1,GATA5,GM11747,GM12381,GM20186,GM20400,GM765,GPC3,GPM6A,IFI204,IFI205,IGFBP6,IL16,ILDR2,ISL1,KRT14,LOXL1,LRP2,LRRN4,LTBP3,LVRN,MEDAG,MEIS1,MEIS2,MMP16,MSLN,MUC16,MYRF,NKAIN4,NNMT,NPR1,NXPH1,PKHD1L1,PLXNA4,PRSS12,PTGIS,RAB7B,RARRES2,RPP25,RSPO1,SERPINB6B,SLIT3,SLPI,SMTNL2,SPOCK2,SULF1,SULT5A1,SVOPL,SYNPR,TM4SF1,TMEM151A,TNFRSF11B,TRPV4,UNC13C,UPK1B,UPK3B,VWA3A,WDR17,WNT5A,WNT9A,WT1,WT1OS,ZDBF2,ZFP185
Colon_epithelial_stem	2010111I01RIK,2310040G07RIK,2410018L13RIK,4430402I18RIK,4631405K08RIK,4933417O13RIK,6430573F11RIK,9130410C08RIK,A330102I10RIK,A630001G21RIK,ACLY,ACPP,ACSM3,ACSS2,ADAMTS16,ADH1,ADK,AGTR1B,AI854703,AMPH,ARHGEF28,ARID5B,ARMC9,AUTS2,B3GNT7,B4GALNT2,B4GALNT3,BCL11A,BOC,C530008M17RIK,CAMK1D,CAR12,CASD1,CD44,CDK6,CELA1,CERS6,CES1E,CFTR,CHST11,CLCA3A2,CLCA3B,CNNM1,COL25A1,CTTNBP2,CYP2C68,DACH1,DMBT1,DNAH8,EPHA4,ESR2,ESRRG,FADS2,FGF12,FUT9,FZD3,GABRE,GJA5,GK,GM10399,GM15401,GM16093,GM16341,GM16559,GM20631,GM2115,GM26577,GM26892,GM26917,GM30524,GM3054,GM36388,GM42426,GM43824,GM9843,GRHL3,GRIN2B,GRIP1,GULP1,HMCN1,HMGA2,HMGCS2,HNF4G,HOGA1,HOXB6,HOXB7,HSD3B3,HTR4,HUNK,IGDCC4,IL1RL2,IMMP2L,ITIH5,JUNOS,KCNE3,KCNQ1,KCNQ1OT1,KIF12,KIF26B,KITL,LGR5,LPAR5,LPO,LRP4,LRRC31,LRRK2,MECOM,MECR,MMD,MSRA,NGEF,NHS,NR5A2,NRAP,NREP,NTRK2,NXPE2,ORC1,OTC,P2RY6,PARD3B,PBX1,PCSK5,PDE3A,PDE7A,PDE8B,PDZK1,PEAK1,PIGR,PLEKHA6,PSD3,PTPRD,PTPRK,PVRL3,RASA3,RBMS3,RIMS4,RNF43,ROBO2,ROR1,RPL41,RPL9-PS6,RPLP1,RPS29,RPS8,SATB2,SCD2,SCD3,SCEL,SEMA5A,SH3GL2,SHMT1,SLC12A2,SLC1A1,SLC22A1,SLC28A3,SLC4A4,SLC5A8,SLC6A20A,SLTM,SMOC2,SOBP,ST3GAL6,ST6GALNAC6,SULT1A1,TARSL2,TCF7L1,TEX9,TGIF1,THSD4,TINAG,TMA16,TMEM132C,TNFRSF11A,TNIP3,TOX,TRIM2,TTLL6,TTR,UGT2B5,VAV3,VTCN1,WDR89,ZAN,ZBTB38,ZFP618,ZFP951,ZNRF3
