Signature_name	Gene_list
M16.acinar	ADAM9,ADD3,ADH1C,AKR1B10,AKR1C1,AKR1C2,AKR1C3,ALB,ALDH2,ALDH3A2,ALDOB,AMY2A,ANPEP,ANXA4,AOX1,ATP10B,B2M,BACE2,BCAT1,BIRC3,C15ORF48,C3,CA12,CD24,CD2AP,CD44,CD47,CDH1,CEBPD,CEL,CELA2A,CELA3A,CELA3B,CFB,CLDN4,CLDN7,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRB2,CTRC,CXCL1,CXCL17,CXCL2,CXCL8,CYB5A,DUOX2,DUSP4,EEF1B2,EEF1D,EIF2S3,ELF3,ENAH,F3,FAM107B,FGL1,FTH1,GATM,GDF15,GLUL,GP2,GPX2,GSTA1,GSTA2,HSPB1,IDH1,IFITM3,IL32,IMPA2,INSR,KLF6,KLK1,KRT7,LASP1,LCN2,LDHA,LDHB,LGALS2,LIMA1,LYZ,MGST1,MTUS1,MUC1,MXRA5,MYH9,MYL12A,MYL12B,NAMPT,NCOA7,NEAT1,NFIB,NFKBIA,NFKBIZ,OCLN,OLFM4,P4HB,PABPC1,PABPC3,PABPC4,PDZK1IP1,PLA2G1B,PNLIP,PNLIPRP1,PRSS1,PRSS3,PTGR1,PTP4A2,RAB11FIP1,RDX,REG1A,REG1B,REG3A,RETREG1,RNASE1,RNF213,RPL10,RPL13A,RPL18A,RPS12,RPS19,S100A11,SAT1,SDC4,SEL1L,SEL1L3,SERPINA3,SERPINB1,SGK1,SH3BP4,SLC39A14,SOD2,SOX4,SPINK1,TACSTD2,TAGLN2,TAPBP,TC2N,TM4SF1,TMBIM1,TMC5,TMEM123,TMEM97,TMSB4X,TPM1,TPT1,TRAM1,TUBA1C,TXNRD1,UBD,UGDH,UGT2B15,XBP1,ZFAND5,ZFP36L1
M16.alpha	ADA2,ALDH1A1,APLP1,ARFGEF3,ARRDC4,ARX,BEX3,CACNA1A,CD99L2,CEP126,CHGA,CHGB,CLU,CNIH2,CNTN1,COX8A,CPE,CRYBA2,DZIP3,ELL2,EMC10,ENPP2,FABP5,FAP,FEV,FXYD6,GC,GCG,GCH1,GLS,HIGD1A,IRX2,KCNMA1,KCTD12,KIAA1324,KLHL41,LOXL4,LRP11,MAFB,MOB1B,MPC2,MUC13,MYH10,NAA20,NEUROD1,PALLD,PAX6,PCDH17,PCSK2,PDE3B,PDK3,PDK4,PEG10,PLCE1,PLK2,PPM1K,PPP1R1A,PTPRN,PTPRN2,QDPR,QPCT,RAB3B,RFX6,RGS4,RIN2,SCG2,SCG5,SERPINE2,SEZ6L2,SGSM1,SLC22A17,SLC30A8,SLC38A4,SLC7A2,SLC7A8,SMARCA1,SPINT2,TM4SF4,TMEM176A,TMEM176B,TTR,TUSC3,VGF
M16.beta	ABCC8,ADCYAP1,ALCAM,BTG3,C14ORF132,CADM1,CASR,CCNI,CDC42EP3,CDKN1A,CDKN1C,CPD,DHRS7,DLK1,DNAJB9,DSP,EIF4A2,ENO2,ERO1B,FTL,G6PC2,GAD2,GLIS3,GNG4,GNPDA1,GSE1,HADH,HSPA1A,IAPP,ID1,INS,INSM1,KIF1A,KIF5C,MAFA,MAP1B,MEG3,MEIS2,MGAT4A,MLXIPL,MXRA7,NPTX2,NR3C1,OSBPL8,PCLO,PCSK1,PDX1,PFKFB2,PLCXD3,PRSS23,RAP1GAP2,RASD1,RBP4,RRAGD,SCD,SCD5,SCGN,SLC2A13,SLC30A8,SNHG7,SORL1,SREBF1,SRXN1,STX1A,STXBP1,SURF4,SYNE2,SYT13,SYT7,TGFBR3,TIMP2,TOMM20,UCHL1,VEGFA
M16.delta	ABCC9,AKAP12,AQP3,C14ORF132,CADM1,CASR,CELF4,EGR1,EHF,GABRB3,GAD2,HADH,HEPACAM2,HTATSF1,IDS,ISL1,LEPR,MAP1B,MIR7-3HG,NOL4,PAK3,PCLO,PCP4,PCSK1,PRG4,PRKACB,PSIP1,RBP4,RGS2,SAMD5,SEC11C,SNAP25,SORL1,SST,SYNE2,SYT4,TENM3,TPD52,TPPP3,UCHL1,UNC5B
M16.duct	ACTB,ACTN4,ADAM9,AFDN,AGT,AHNAK,AKAP13,AKR1B10,ALDH1A3,ALDH3A2,ANXA11,ANXA2,ANXA4,ANXA5,APLP2,AQP1,ARL6IP1,ARPC1B,ATP13A3,ATP1A1,ATP1B1,ATP5F1B,B4GALT5,BACE2,C3,CAP1,CAPN2,CAV2,CBX3,CCL2,CD151,CD24,CD44,CD47,CD59,CD74,CD9,CDH1,CEACAM6,CEACAM7,CFB,CFLAR,CFTR,CLDN1,CLDN10,CLDN4,CLDN7,CLINT1,CRP,CTNNA1,CTSB,CTSD,CTSH,CXADR,CXCL1,CXCL2,CXCL6,CXCL8,DAZAP2,DCDC2,DEFB1,DSG2,DST,DUSP1,EHF,ELF3,ENAH,F11R,FBLIM1,FDFT1,FILIP1L,FLRT2,GDF15,GLUL,GNG12,GOLM1,GSTO1,HES1,HLA-B,HLA-C,ID2,IER2,IER3,IFI30,IFITM2,IFITM3,IGFBP7,ITGAV,ITGB1,ITGB8,JUP,KIAA1522,KLF6,KRT18,KRT19,KRT7,KRT8,LAD1,LAMC1,LAMC2,LASP1,LCN2,LGALS3,LGALS4,LIMA1,LIPA,LITAF,LPP,LRRFIP1,MAL2,MARCKSL1,MCL1,MMP7,MSMO1,MUC20,MYH9,MYL12A,MYL12B,MYRF,NAMPT,NCOA7,NDUFA4,NFIB,NFKBIA,NFKBIZ,NIBAN2,OCIAD2,OCLN,ONECUT2,PDLIM1,PERP,PMEPA1,PRDX1,PTP4A2,PTPRF,PTTG1IP,RBP1,RNF19A,RNF213,S100A10,S100A11,S100A6,SAT1,SDC4,SDCBP,SEL1L3,SEMA6A,SERPINA1,SERPINA3,SERPINA5,SERPINB2,SERPING1,SH3BP4,SLC12A2,SLC16A7,SLC40A1,SLC4A4,SLC9A3R1,SMS,SOD2,SORBS2,SOX4,SPATS2L,SPP1,SPTAN1,SPTBN1,SPTSSA,TACC1,TACSTD2,TAPBP,TES,TFPI2,TFRC,TM4SF1,TMBIM1,TMC5,TMEM106B,TMEM123,TMSB10,TMSB4X,TNFAIP2,TNFRSF12A,TNFSF10,TP53INP2,TPM1,TPM4,TSPAN8,TUBA1C,TXNIP,UGT2B15,VAMP8,VMP1,WDR1,YWHAZ,ZFP36L1,ZFP36L2
M16.endothelial	A2M,ACE,ACVRL1,ADAMTS4,ADAMTS9,ADGRF5,ADGRG1,ADGRL4,AHR,ANGPT2,ANKRD11,APLNR,APP,ARHGAP29,ARHGAP31,ARHGDIB,ARHGEF12,ARPC2,ATP1B3,BDKRB2,BMPR2,CALCRL,CD36,CD59,CD81,CD9,CD93,CDK2AP1,CEBPG,CFL1,CLEC14A,CLIC4,COL13A1,COL15A1,COL4A1,COL4A2,CTNNA1,CTNNB1,CXCL12,CXCR4,CYGB,CYP1A1,CYP1B1,CYYR1,DAB2,DAB2IP,DENND11,DKK3,DLC1,DOCK4,DPYSL3,DUSP6,ECE1,EFNA1,EMCN,EMP1,EPAS1,ERBIN,ERG,ESAM,ESM1,ETS1,ETS2,EXOC3L2,F2RL3,FABP5,FKBP1A,FLT1,FSCN1,FSTL1,GASK1B,GNG11,GRB10,HDAC7,HEG1,HEY1,HLA-B,HLA-E,HMGB1,HTRA1,ID1,ID2,ID3,IFITM2,IFITM3,IGFBP4,IGFBP7,IL6ST,INSR,ITGA1,ITGA2,ITGA5,ITGAV,ITPRIPL2,JAG1,JAK1,JUP,KCTD20,KDR,KIAA0355,KLF13,KLHL24,LAMA4,LAMB1,LAMC1,LDB2,LDHB,LIMS1,LRRC8A,LUZP1,MACF1,MARCKSL1,MCAM,MCF2L,MEF2A,MLEC,MLLT1,MMRN2,MPRIP,MRTFB,MSN,MYCT1,MYH9,MYL12B,MYLK,NKX2-3,NOTCH4,NQO1,NRP1,NRP2,OLFML2A,PASK,PDGFB,PEA15,PECAM1,PELO,PFKP,PGM2L1,PIM3,PITPNC1,PKP4,PLEKHO1,PLPP3,PLVAP,PLXNA2,PMEPA1,PNP,PODXL,PPP1R18,PRCP,PRDM1,PRSS23,PTMA,PTPN12,PTPRB,PXDN,QKI,RAB31,RAI14,RAP1A,RAPGEF1,RAPGEF4,RASA4,RB1,RBMS1,RCC2,RDX,RELL1,REST,RGCC,RGS5,RSU1,SEC14L1,SELE,SERPINE1,SERPINH1,SGK1,SH2B3,SH3KBP1,SHANK3,SKAP2,SLC12A7,SLC38A2,SLC7A11,SLCO2A1,SMAD6,SMAD7,SNAI1,SNTB2,SOCS3,SOX18,SOX4,SPARC,SPON2,SPRY4,SPTBN1,STC1,STOM,SWAP70,TBC1D1,TCF4,TGFBR1,TGFBR2,THBD,THBS1,TM4SF1,TMSB10,TP53I11,TP53INP2,TSC22D1,UBE2J1,UNC5B,UTRN,VIM,WDR1,WWTR1,YES1,ZEB1,ZFP36L2,ZNF503
M16.epsilon	ACSL1,AGT,ANXA13,ARX,ASAH1,ASGR1,BMP7,CDKN2A,CLU,DEFB1,DIRAS3,FFAR4,FGF14,FRZB,GHRL,HEPACAM2,KCNH2,LINC00261,NEDD9,NUAK1,PCSK1,PEG10,PHGR1,PIGK,PROX1,SAMD5,SEMA3E,SERPINA1,SERPINB6,SPINK1,SPON2,SPTSSB,SUCNR1,SYNJ2,TM4SF4,TM4SF5,TMEM45B,TRNP1,VTN,ZKSCAN1
M16.mesenchyme	ACTN1,ACTR3,ADAMTS2,ADH5,AHNAK,AKAP12,ANXA5,AP2M1,APEX1,ARF4,ARPC1B,ARPC2,ASNS,ATP1B3,BGN,BHLHE40,BMP8A,C11ORF96,C1S,CALD1,CALU,CAP1,CARMN,CAV1,CBX3,CCN1,CDH11,CDK2AP1,CDK4,CEBPB,CKAP4,CLIC4,COL12A1,COL15A1,COL18A1,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,CREB3L1,CRISPLD2,CRLF1,CRTAP,CTDSP2,CTHRC1,CTSB,CTSC,CTSL,CYGB,CYP1B1,DCBLD2,DCN,DDIT4,DDX21,DEGS1,DKK3,EEF1D,EIF2S3,EMP1,ENAH,EPAS1,F2R,FADS1,FAM114A1,FAP,FAT1,FBN1,FLNA,FMOD,FN1,FNDC3B,FSTL1,GALNT1,GARS,GOLT1B,GPNMB,GPX8,GREM1,GSTO1,H2AFZ,HEYL,HNRNPAB,HSPA5,HTRA1,IARS,ID3,IER3,IFITM2,IFITM3,IGFBP4,IGFBP5,IGFBP7,IL11,INHBA,ISLR,ITGA1,ITGA5,ITGAV,ITGB1,ITGB5,ITPRIPL2,JAK1,KDELR2,KLF13,KLF9,LAMA4,LAMB1,LAMC1,LDHB,LGALS1,LIF,LIMS1,LITAF,LOXL2,LTBP1,LTBP2,LUM,MAP4,MAP4K4,MAPKAPK2,MARCKS,MARS,MGST1,MICAL2,MPZL1,MRC2,MSN,MT2A,MTDH,MYH9,MYO10,MYOF,NAV1,NID1,NOTCH3,NPC2,NQO1,NR2F2,NR3C1,NREP,NRP1,OSTC,PABPC1,PABPC4,PAG1,PAPPA,PARVA,PDGFRB,PEA15,PFN1,PHB2,PHC2,PHGDH,PHLDA1,PLAT,PLAU,PLIN2,PLOD2,PMEPA1,PRDX1,PRDX6,PSAT1,PTPN12,PXDN,QKI,RAB31,RAI14,RCN1,REST,RHOQ,RPL10,RSL24D1,RSU1,S1PR3,SDC2,SERPINE1,SERPINH1,SFRP2,SH3BGRL3,SH3KBP1,SLC1A5,SLC38A2,SLC44A1,SLC7A11,SNAI2,SNHG16,SNHG5,SNX9,SPARC,SPATS2L,SPOCK1,SPON2,SSH1,SSR3,STC1,STK24,SYNJ2,TARS,TFPI,TGFBI,THBS2,TIMP1,TIMP2,TIMP3,TKT,TLN1,TMED9,TMEM165,TMEM214,TMSB10,TNFAIP6,TNFRSF12A,TNS1,TNS3,TPM1,TPM4,TUBA1C,TXN,TXNRD1,UACA,UNC5B,VCAN,VCL,VIM,VMP1,VSTM4,WDR1,WIPI1,WNT5A,ZBTB38,ZFP36L1
M16.pp	ABCC8,ABCC9,AKAP12,AQP3,ARX,BTG2,CACNA1A,CAMK2N1,CEP126,EGR1,ETV1,FEV,FGFR1,GAD2,ID1,ID2,ID4,INPP5F,ISL1,ITM2C,MEIS2,MIR7-3HG,NEUROD1,PAM,PAX6,PCDH17,PCLO,PCSK1N,PEG10,PGR,PPY,PRKACB,PTP4A3,RASD1,SCG2,SERPINA1,SERTM1,SGSM1,SLC40A1,SLC6A4,SREK1,STMN2,THSD7A
P19.Acinar_cell	AMY2A,AMY2B,CEL,CELA2A,CELA2B,CELA3A,CELA3B,CLPS,CPA1,CPA2,CPB1,CTRB1,CTRB2,CTRC,CTRL,CUZD1,GATM,GP2,GSTA1,KLK1,LGALS2,MT1G,OLFM4,PDIA2,PLA2G1B,PNLIP,PNLIPRP1,PRSS1,PRSS3,RBP1,REG1A,REG1B,REG3A,REG3G,SPINK1,SYCN
